id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
210459,2015,1,2015,2015,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,1,"""Reuters News,2015-10-24,UPDATE 3-Blasts kill one, wound dozens before Shi'ite march in Bangladesh""",Reuters News,2015-10-24,"UPDATE 3-Blasts kill one, wound dozens before Shi'ite march in Bangladesh",police/IS statement,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2015-10-24,2015-10-24,0,0,1,0,1,1,1
210470,2015,0,2015,2015,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,1,"""Agence France Presse,2015-11-05,IS claims behind Bangladesh policeman's murder""",Agence France Presse,2015-11-05,IS claims behind Bangladesh policeman's murder,officials/IS statement,2,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2015-11-04,2015-11-04,1,0,0,0,1,1,1
210704,2015,1,2015,2015,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,2,"""BBC Monitoring South Asia,2015-12-16,Bangladesh police claim banned militants behind attacks on foreigners"";""Press Trust of India,2018-03-18,7 militants sentenced to death for killing Sufi shrine caretaker""",BBC Monitoring South Asia;Press Trust of India,2015-12-16;2018-03-18,Bangladesh police claim banned militants behind attacks on foreigners;7 militants sentenced to death for killing Sufi shrine caretaker,police,1,Kaunia town,Rangpur Division,Rangpur District,25.77423,89.42038,POINT (89.420380 25.774230),166859,Bangladesh,771,BGD,Asia,1,1,2015-11-11,2015-11-11,0,0,1,0,1,1,1
210652,2015,1,2015,2015,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,1,"""Press Trust of India,2015-11-27,IS claims attack on Shia mosque in Bangladesh: SITE""",Press Trust of India,2015-11-27,IS claims attack on Shia mosque in Bangladesh: SITE,SITE intelligence/IS statement,2,Shibganj town,Rajshahi Division,Bogra District,25.00146,89.32266,POINT (89.322660 25.001460),166139,Bangladesh,771,BGD,Asia,1,1,2015-11-26,2015-11-26,0,0,1,0,1,1,1
230657,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,1,"""Reuters News,2016-01-08,Islamic State claims murder of Christian convert in Bangladesh: online group""",Reuters News,2016-01-08,Islamic State claims murder of Christian convert in Bangladesh: online group,IS statement ,3,Jhenaidah District,Khulna Division,Jhenaidah District,23.5,89.166667,POINT (89.166667 23.500000),163979,Bangladesh,771,BGD,Asia,1,1,2016-01-07,2016-01-07,0,0,1,0,1,1,1
230943,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,4,"""Reuters News,2016-02-21,Suspected Islamist militants kill Hindu priest in Bangladesh"";""Press Trust of India,2016-02-22,ISIS claims murder of top Hindu priest in Bangladesh"";""Press Trust of India,2016-02-22,BANGLA-LD HINDU 2 LAST"";""Press Trust of India,2016-02-26,3 Islamists arrested over Hindu priest's murder in Bangladesh""",Reuters News;Press Trust of India;Press Trust of India;Press Trust of India,2016-02-21;2016-02-22;2016-02-22;2016-02-26,Suspected Islamist militants kill Hindu priest in Bangladesh;ISIS claims murder of top Hindu priest in Bangladesh;BANGLA-LD HINDU 2 LAST;3 Islamists arrested over Hindu priest's murder in Bangladesh,police official Humayun Kabir,1,Sonapota village,Rangpur Division,Panchagarh District,26.133889,88.721389,POINT (88.721389 26.133889),167578,Bangladesh,771,BGD,Asia,1,1,2016-02-21,2016-02-21,0,0,1,0,1,1,1
230958,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,1,"""Agence France Presse,2016-03-15,IS group claims killing of 'preacher' in Bangladesh""",Agence France Presse,2016-03-15,IS group claims killing of 'preacher' in Bangladesh,"Islamic State
Police",1,Kaliganj town,Khulna Division,Jhenaidah District,23.409444,89.137778,POINT (89.137778 23.409444),163259,Bangladesh,771,BGD,Asia,1,1,2016-03-14,2016-03-14,0,0,1,0,1,1,1
230959,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,2,"""Agence France Presse,2016-03-22,Christian convert hacked to death in Bangladesh"";""Press Trust of India,2016-03-23,IS owns responsibility for killing Christian pastor in B'desh""",Agence France Presse;Press Trust of India,2016-03-22;2016-03-23,Christian convert hacked to death in Bangladesh;IS owns responsibility for killing Christian pastor in B'desh,Kurigram district police chief Tobarak Ullah,1,Kurigram Town,Rangpur Division,Kurigram District,25.811389,89.642778,POINT (89.642778 25.811389),166860,Bangladesh,771,BGD,Asia,1,1,2016-03-22,2016-03-22,0,0,1,0,1,1,1
231307,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,5,"""Press Trust of India,2016-04-23,(Updating with ISIS' claim)"";""Agence France Presse,2016-04-23,IS news agency says group killed Bangladesh professor"";""Agence France Presse,2016-04-24,Bangladesh police arrest student over professor's murder: official"";""Agence France Presse,2016-04-25,Bangladesh says IS group not behind professor's murder"";""Xinhua News Agency,2016-05-17,Alleged militant arrested in Bangladesh over killing of English professor""",Press Trust of India;Agence France Presse;Agence France Presse;Agence France Presse;Xinhua News Agency,2016-04-23;2016-04-23;2016-04-24;2016-04-25;2016-05-17,(Updating with ISIS' claim);IS news agency says group killed Bangladesh professor;Bangladesh police arrest student over professor's murder: official;Bangladesh says IS group not behind professor's murder;Alleged militant arrested in Bangladesh over killing of English professor,"local police station in-charge Shahdat Hossain
""ISIS' Amaq Agency",1,Rajshahi town,Rajshahi Division,Rajshahi District,24.366667,88.6,POINT (88.600000 24.366667),164698,Bangladesh,771,BGD,Asia,1,1,2016-04-23,2016-04-23,0,0,1,0,1,1,1
231322,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,1,"""Reuters News,2016-04-30,Hindu tailor in Bangladesh hacked to death in attack claimed by Islamic State""",Reuters News,2016-04-30,Hindu tailor in Bangladesh hacked to death in attack claimed by Islamic State,police,1,Tāngāil town,Dhaka Division,Tangail District,24.249839,89.916553,POINT (89.916553 24.249839),164700,Bangladesh,771,BGD,Asia,1,1,2016-04-30,2016-04-30,0,0,1,0,1,1,1
231368,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,2,"""Agence France Presse,2016-05-20,Bangladesh attackers kill doctor, wound professor"";""Xinhua News Agency,2016-05-22,Bangladesh rules out IS links to dozens of recent murders""",Agence France Presse;Xinhua News Agency,2016-05-20;2016-05-22,"Bangladesh attackers kill doctor, wound professor;Bangladesh rules out IS links to dozens of recent murders",police,1,Kushtia Town,Khulna Division,Kushtia District,23.896356,89.117117,POINT (89.117117 23.896356),163979,Bangladesh,771,BGD,Asia,1,1,2016-05-20,2016-05-20,0,0,1,0,1,1,1
231378,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,3,""" Press Trust of India,2016-05-25,Hindu businessman hacked to death in Bangladesh"";""Reuters News,2016-05-25,Islamic State claims fatal stabbing of Bangladeshi Hindu: monitor SITE"";""Agence France Presse,2016-05-26,Bangladesh police suspect Islamists for Hindu's murder""", Press Trust of India;Reuters News;Agence France Presse,2016-05-25;2016-05-25;2016-05-26,Hindu businessman hacked to death in Bangladesh;Islamic State claims fatal stabbing of Bangladeshi Hindu: monitor SITE;Bangladesh police suspect Islamists for Hindu's murder,"Family
IS claim",3,Gaibandha District,Rangpur Division,Gaibandha District,25.25,89.5,POINT (89.500000 25.250000),166140,Bangladesh,771,BGD,Asia,1,1,2016-05-25,2016-05-25,0,0,1,0,1,1,1
231402,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,3,"""Reuters News,2016-06-07,Hindu priest in Bangladesh hacked to death by suspected Islamists"";""Agence France Presse,2016-06-07,Crackdown on Bangladesh Islamists as Hindu murdered"";""BBC Monitoring South Asia,2016-06-07,IS claims responsibility for priest's murder in southwest Bangladesh - paper""",Reuters News;Agence France Presse;BBC Monitoring South Asia,2016-06-07;2016-06-07;2016-06-07,Hindu priest in Bangladesh hacked to death by suspected Islamists;Crackdown on Bangladesh Islamists as Hindu murdered;IS claims responsibility for priest's murder in southwest Bangladesh - paper,,3,Jhenaidah District,Khulna Division,Jhenaidah District,23.5,89.166667,POINT (89.166667 23.500000),163979,Bangladesh,771,BGD,Asia,1,1,2016-06-07,2016-06-07,0,0,1,0,1,1,1
231411,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,2,"""Press Trust of India,2016-06-10,Hindu monastery worker killed by suspected Islamists in B'desh"";""Press Trust of India,2016-06-11,B'desh: ISIS claims responsibility for ashram worker's murder""",Press Trust of India;Press Trust of India,2016-06-10;2016-06-11,Hindu monastery worker killed by suspected Islamists in B'desh;B'desh: ISIS claims responsibility for ashram worker's murder,police,5,Hemayetpur sub-district,Rajshahi Division,Pabna Disctrict,23.995556,89.18,POINT (89.180000 23.995556),163979,Bangladesh,771,BGD,Asia,1,1,2016-06-10,2016-06-10,0,0,1,0,1,1,1
247068,2017,1,2017,2017,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,2,"""Agence France Presse,2017-09-06,Seven killed as Bangladesh police raid extremist hideout"";""Press Trust of India,2017-09-06,7 killed in blast as B'desh security forces raid militant den""",Agence France Presse;Press Trust of India,2017-09-06;2017-09-06,Seven killed as Bangladesh police raid extremist hideout;7 killed in blast as B'desh security forces raid militant den,RAB spokesman Mufti Mahmud,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2017-09-06,2017-09-06,0,1,2,4,7,7,7
231616,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,1,"""Press Trust of India,2016-07-01,(Updating with murder of Buddhist leader and ISIS claims)""",Press Trust of India,2016-07-01,(Updating with murder of Buddhist leader and ISIS claims),"police, Amaq news agency.",3,Bandarban District,Chittagong Division,Bandarban District,21.81318,92.36807,POINT (92.368070 21.813180),161105,Bangladesh,771,BGD,Asia,1,1,2016-06-30,2016-06-30,0,0,1,0,1,1,1
231615,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,2,""" Indo-Asian News Service,2016-08-01,Hindu priest hacked to death in Bangladesh, India voices concern"";""Press Trust of India,2016-07-01,(Updating with murder of Buddhist leader and ISIS claims)""", Indo-Asian News Service;Press Trust of India,2016-08-01;2016-07-01,"Hindu priest hacked to death in Bangladesh, India voices concern;(Updating with murder of Buddhist leader and ISIS claims)","police
Amaq news agency",3,Jhenaidah District,Khulna Division,Jhenaidah District,23.5,89.166667,POINT (89.166667 23.500000),163979,Bangladesh,771,BGD,Asia,1,1,2016-07-01,2016-07-01,0,0,1,0,1,1,1
231617,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,14,"""Agence France Presse,2016-07-01,Gunmen storm Dhaka cafe, take diners hostage"";""Agence France Presse,2016-07-02,Bangladesh siege cafe cleared, 6 gunmen killed: police"";""Press Trust of India,2016-07-02,20 foreigners killed as Bangladesh's worst terror attack ends"";""BBC News,2016-07-03,Bangladesh mourns victims of Dhaka cafe attack"";""Agence France Presse,2016-07-02,20 foreigners killed in Bangladesh hostage carnage"";""Agence France Presse,2016-07-02,Foreigners herded to death in Bangladesh cafe horror"";""BBC News,2016-07-03,Bangladesh cafe siege: The victims"";""Agence France Presse,2016-07-03,Bangladesh denies IS link after hostage bloodbath"";""Agence France Presse,2016-07-03,Bangladesh siege survivor haunted by screams of victims"";""Press Trust of India,2016-07-04,Dhaka attackers followed controversial Indian Islamic preacher"";""Reuters News,2016-07-05,Bangladesh hunts for six accomplices of cafe attackers"";""Reuters News,2016-07-05,Bangladesh police say may have shot hostage, missed attack warnings"";""Reuters News,2016-07-07,Chef at Bangladesh cafe probably working with attackers: police"";""Indo-Asian News Service,2016-07-07,Forensic expert says Dhaka cafe victims were hacked and shot dead""",Agence France Presse;Agence France Presse;Press Trust of India;BBC News;Agence France Presse;Agence France Presse;BBC News;Agence France Presse;Agence France Presse;Press Trust of India;Reuters News;Reuters News;Reuters News;Indo-Asian News Service,2016-07-01;2016-07-02;2016-07-02;2016-07-03;2016-07-02;2016-07-02;2016-07-03;2016-07-03;2016-07-03;2016-07-04;2016-07-05;2016-07-05;2016-07-07;2016-07-07,"Gunmen storm Dhaka cafe, take diners hostage;Bangladesh siege cafe cleared, 6 gunmen killed: police;20 foreigners killed as Bangladesh's worst terror attack ends;Bangladesh mourns victims of Dhaka cafe attack;20 foreigners killed in Bangladesh hostage carnage;Foreigners herded to death in Bangladesh cafe horror;Bangladesh cafe siege: The victims;Bangladesh denies IS link after hostage bloodbath;Bangladesh siege survivor haunted by screams of victims;Dhaka attackers followed controversial Indian Islamic preacher;Bangladesh hunts for six accomplices of cafe attackers;Bangladesh police say may have shot hostage, missed attack warnings;Chef at Bangladesh cafe probably working with attackers: police;Forensic expert says Dhaka cafe victims were hacked and shot dead","Police, IS source
Director of Military Operations Brigadier General Nayeem Ashfaq Chowdhury",1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2016-07-01,2016-07-01,2,6,0,0,8,8,8
231722,2016,1,2016,2016,3,506,IS - Civilians,973,IS - Civilians,234,,IS,1,,Civilians,14,"""Agence France Presse,2016-07-01,Gunmen storm Dhaka cafe, take diners hostage"";""Agence France Presse,2016-07-02,Bangladesh siege cafe cleared, 6 gunmen killed: police"";""Press Trust of India,2016-07-02,20 foreigners killed as Bangladesh's worst terror attack ends"";""BBC News,2016-07-03,Bangladesh mourns victims of Dhaka cafe attack"";""Agence France Presse,2016-07-02,20 foreigners killed in Bangladesh hostage carnage"";""Agence France Presse,2016-07-02,Foreigners herded to death in Bangladesh cafe horror"";""BBC News,2016-07-03,Bangladesh cafe siege: The victims"";""Agence France Presse,2016-07-03,Bangladesh denies IS link after hostage bloodbath"";""Agence France Presse,2016-07-03,Bangladesh siege survivor haunted by screams of victims"";""Press Trust of India,2016-07-04,Dhaka attackers followed controversial Indian Islamic preacher"";""Reuters News,2016-07-05,Bangladesh hunts for six accomplices of cafe attackers"";""Reuters News,2016-07-05,Bangladesh police say may have shot hostage, missed attack warnings"";""Reuters News,2016-07-07,Chef at Bangladesh cafe probably working with attackers: police"";""Indo-Asian News Service,2016-07-07,Forensic expert says Dhaka cafe victims were hacked and shot dead""",Agence France Presse;Agence France Presse;Press Trust of India;BBC News;Agence France Presse;Agence France Presse;BBC News;Agence France Presse;Agence France Presse;Press Trust of India;Reuters News;Reuters News;Reuters News;Indo-Asian News Service,2016-07-01;2016-07-02;2016-07-02;2016-07-03;2016-07-02;2016-07-02;2016-07-03;2016-07-03;2016-07-03;2016-07-04;2016-07-05;2016-07-05;2016-07-07;2016-07-07,"Gunmen storm Dhaka cafe, take diners hostage;Bangladesh siege cafe cleared, 6 gunmen killed: police;20 foreigners killed as Bangladesh's worst terror attack ends;Bangladesh mourns victims of Dhaka cafe attack;20 foreigners killed in Bangladesh hostage carnage;Foreigners herded to death in Bangladesh cafe horror;Bangladesh cafe siege: The victims;Bangladesh denies IS link after hostage bloodbath;Bangladesh siege survivor haunted by screams of victims;Dhaka attackers followed controversial Indian Islamic preacher;Bangladesh hunts for six accomplices of cafe attackers;Bangladesh police say may have shot hostage, missed attack warnings;Chef at Bangladesh cafe probably working with attackers: police;Forensic expert says Dhaka cafe victims were hacked and shot dead","Police, IS source
Director of Military Operations Brigadier General Nayeem Ashfaq Chowdhury",1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2016-07-01,2016-07-01,0,0,20,0,20,20,20
231640,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,2,"""Indo-Asian News Service,2016-07-07,Four killed in Bangladesh Eid congregation attack (Fourth lead)"";""Press Trust of India,2016-07-16,Bangladesh identifies masterminds of Dhaka attack""",Indo-Asian News Service;Press Trust of India,2016-07-07;2016-07-16,Four killed in Bangladesh Eid congregation attack (Fourth lead);Bangladesh identifies masterminds of Dhaka attack,police,1,Sholakia Eidgah,Dhaka Division,Kishorganj District,24.434749,90.792321,POINT (90.792321 24.434749),164702,Bangladesh,771,BGD,Asia,1,1,2016-07-07,2016-07-07,2,1,0,1,4,4,4
231645,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,3,"""Xinhua News Agency,2016-07-26,Roundup: Nine JMB militants killed in Bangladeshi capital raid"";"" Reuters News,2016-07-26,Bangladesh police kill nine militants plotting major attack"";""Agence France Presse,2016-07-27,Bangladesh hunts escaped extremist as it probes IS links""",Xinhua News Agency; Reuters News;Agence France Presse,2016-07-26;2016-07-26;2016-07-27,Roundup: Nine JMB militants killed in Bangladeshi capital raid;Bangladesh police kill nine militants plotting major attack;Bangladesh hunts escaped extremist as it probes IS links,police,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2016-07-26,2016-07-26,0,9,0,0,9,9,9
231654,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,1,"""Agence France Presse,2016-08-03,Bangladesh police kill suspect in minority murders""",Agence France Presse,2016-08-03,Bangladesh police kill suspect in minority murders,police,1,Rajshahi town,Rajshahi Division,Rajshahi District,24.366667,88.6,POINT (88.600000 24.366667),164698,Bangladesh,771,BGD,Asia,1,1,2016-08-02,2016-08-02,0,1,0,0,1,1,1
231661,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,3,"""Xinhua News Agency,2016-08-04,1st LD Writethru: 2 militant suspects in Bangladesh deadly Eid prayer attack killed in gunfight"";""Agence France Presse,2016-08-05,Bangladesh attack suspect dies in gunbattle: police"";""Indo-Asian News Service,2016-08-05,Bangladesh madrassa student who murdered Hindu priest killed in 'gunfight'""",Xinhua News Agency;Agence France Presse;Indo-Asian News Service,2016-08-04;2016-08-05;2016-08-05,1st LD Writethru: 2 militant suspects in Bangladesh deadly Eid prayer attack killed in gunfight;Bangladesh attack suspect dies in gunbattle: police;Bangladesh madrassa student who murdered Hindu priest killed in 'gunfight',police official,5,Nandail sub-district,Mymensingh division,Mymensingh District,24.543652,90.678712,POINT (90.678712 24.543652),165422,Bangladesh,771,BGD,Asia,1,1,2016-08-04,2016-08-04,0,2,0,0,2,2,2
273526,2018,0,2018,2018,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,2,"""Press Trust of India,2018-10-17,2 women militants surrender in B'desh"";""SATP,2018-10-16,Bangladesh: Timeline (Terrorist Activities) -2018""",Press Trust of India;SATP,2018-10-17;2018-10-16,2 women militants surrender in B'desh;Bangladesh: Timeline (Terrorist Activities) -2018,"Counter-Terrorism and Transnational Crimes unit (CTTC) chief Monirul Islam, SATP",3,Narsingdi District,Dhaka Division,Narsingdi District,24.082886,90.782891,POINT (90.782891 24.082886),164702,Bangladesh,771,BGD,Asia,1,2,2018-10-16,2018-10-17,0,2,0,0,2,2,2
231665,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,1,"""Press Trust of India,2016-08-29,B'desh police kills JMB commander involved in temple attack""",Press Trust of India,2016-08-29,B'desh police kills JMB commander involved in temple attack,police,5,Sherpur sub-district,Rajshahi Division,Bogra District,24.630799,89.425512,POINT (89.425512 24.630799),165419,Bangladesh,771,BGD,Asia,1,1,2016-08-29,2016-08-29,0,2,0,0,2,2,2
231667,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,2,"""Reuters News,2016-09-02,Bangladesh police kill ""trainer"" behind Dhaka cafe attack"";""Press Trust of India,2016-09-03,Dhaka cafe attack mastermind's deputy shot dead in Bangladesh""",Reuters News;Press Trust of India,2016-09-02;2016-09-03,"Bangladesh police kill ""trainer"" behind Dhaka cafe attack;Dhaka cafe attack mastermind's deputy shot dead in Bangladesh",Police official,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2016-09-02,2016-09-02,0,1,0,0,1,1,1
231681,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,1,"""Agence France Presse,2016-10-08,Bangladesh forces kill four suspected Islamist militants""",Agence France Presse,2016-10-08,Bangladesh forces kill four suspected Islamist militants,police,3,Tangail District,Dhaka Division,Tangail District,24.4,90.0,POINT (90.000000 24.400000),164701,Bangladesh,771,BGD,Asia,1,1,2016-10-08,2016-10-08,0,2,0,0,2,2,2
231684,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,1,"""Xinhua News Agency,2016-10-08,Bangladesh kills 11 as government comes down heavily on homegrown militants""",Xinhua News Agency,2016-10-08,Bangladesh kills 11 as government comes down heavily on homegrown militants,officials,3,Gazipur District,Dhaka Division,Gazipur District,24.0,90.43,POINT (90.430000 24.000000),164701,Bangladesh,771,BGD,Asia,1,1,2016-10-08,2016-10-08,0,7,0,0,7,7,7
231680,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,2,"""Agence France Presse,2016-10-08,Bangladesh forces kill four suspected Islamist militants"";""Indo-Asian News Service,2016-10-08,Security personnel kill two militants in Bangladesh""",Agence France Presse;Indo-Asian News Service,2016-10-08;2016-10-08,Bangladesh forces kill four suspected Islamist militants;Security personnel kill two militants in Bangladesh,police,3,Gazipur District,Dhaka Division,Gazipur District,24.0,90.43,POINT (90.430000 24.000000),164701,Bangladesh,771,BGD,Asia,1,1,2016-10-08,2016-10-08,0,2,0,0,2,2,2
231716,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,1,"""Indo-Asian News Service,2016-10-24,Crackdown not enough: Bangladesh needs to neutralise sources of militant support (Comment: Special to IANS)""",Indo-Asian News Service,2016-10-24,Crackdown not enough: Bangladesh needs to neutralise sources of militant support (Comment: Special to IANS),police,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2016-10-08,2016-10-08,0,1,0,0,1,1,1
236141,2016,1,2016,2016,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,2,"""Xinhua News Agency,2016-12-24,1st Ld Writethru: Two militants killed in suicide blasts in Bangladesh raid"";""Agence France Presse,2016-12-24,Two militants linked to cafe siege killed in Dhaka raid""",Xinhua News Agency;Agence France Presse,2016-12-24;2016-12-24,1st Ld Writethru: Two militants killed in suicide blasts in Bangladesh raid;Two militants linked to cafe siege killed in Dhaka raid,Bangladeshi Home Minister Asaduzzaman Khan Kamal; Dhaka Metropolitan Police (DMP) Commissioner Asaduzzaman Mia; Police; Dhaka Metropolitan Police spokesman Masudur Rahman,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2016-12-24,2016-12-24,0,2,0,0,2,2,2
238722,2017,1,2017,2017,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,3,"""Agence France Presse,2017-01-06,'Mastermind' of Bangladesh cafe siege killed: police"";""Agence France Presse,2017-01-06,'Mastermind' of Bangladesh cafe siege killed: police"";""BD News24,2017-01-07,How JMB evolved to ‘Neo JMB’""",Agence France Presse;Agence France Presse;BD News24,2017-01-06;2017-01-06;2017-01-07,'Mastermind' of Bangladesh cafe siege killed: police;'Mastermind' of Bangladesh cafe siege killed: police;How JMB evolved to ‘Neo JMB’,Dhaka Metropolitan Police,1,Dhaka city,Dhaka Division,Dhaka District,23.723056,90.408611,POINT (90.408611 23.723056),163981,Bangladesh,771,BGD,Asia,1,1,2017-01-06,2017-01-06,0,2,0,0,2,2,2
274877,2018,0,2018,2018,2,4591,Supporters of Awami League - Supporters of BNP,5201,Supporters of Awami League - Supporters of BNP,372,,Supporters of Awami League,374,,Supporters of BNP,1,"""Agence France Presse,2018-12-28,Fresh violence mars Bangladesh election as campaigning ends""",Agence France Presse,2018-12-28,Fresh violence mars Bangladesh election as campaigning ends,police,1,Sylhet town,Sylhet Division,Sylhet District,24.899167,91.871944,POINT (91.871944 24.899167),165424,Bangladesh,771,BGD,Asia,1,1,2018-12-27,2018-12-27,1,0,0,0,1,1,1
238727,2017,1,2017,2017,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,1,"""Xinhua News Agency,2017-02-14,Bangladesh Dhaka cafe attack mastermind's close aide killed in police ""shootout""""",Xinhua News Agency,2017-02-14,"Bangladesh Dhaka cafe attack mastermind's close aide killed in police ""shootout""",Boga district's senior police official Sonaton Chakraborty ,1,Bogra town,Rajshahi Division,Bogra District,24.85,89.366667,POINT (89.366667 24.850000),165419,Bangladesh,771,BGD,Asia,1,1,2017-02-14,2017-02-14,0,1,0,0,1,1,1
238729,2017,1,2017,2017,1,13674,Bangladesh: Islamic State,14718,Government of Bangladesh - IS,143,771.0,Government of Bangladesh,234,,IS,1,"""Press Trust of India,2017-03-02,Islamist militant killed in shootout in Bangladesh""",Press Trust of India,2017-03-02,Islamist militant killed in shootout in Bangladesh,Police sources,2,Jamnagar village,Rajshahi Division,Natore District,24.318708,88.862228,POINT (88.862228 24.318708),164698,Bangladesh,771,BGD,Asia,1,1,2017-03-02,2017-03-02,0,1,0,0,1,1,1
247076,2017,0,2017,2017,1,11350,Bangladesh: Government,10985,Government of Bangladesh - PBCP,143,771.0,Government of Bangladesh,805,,PBCP,1,"""SATP,2017-11-18,Bangladesh Timeline 2017""",SATP,2017-11-18,Bangladesh Timeline 2017,SATP,1,Rahimabad village,Khulna Division,Sātkhira District,22.74784,89.26673,POINT (89.266730 22.747840),162539,Bangladesh,771,BGD,Asia,1,1,2017-03-12,2017-03-12,0,0,0,0,0,0,2
